,Unnamed: 0,competênciamov,região,uf,município,seção,subclasse,saldomovimentação,cbo2002ocupação,categoria,graudeinstrução,idade,horascontratuais,raçacor,sexo,tipoempregador,tipoestabelecimento,tipomovimentação,tipodedeficiência,indtrabintermitente,indtrabparcial,salário,tamestabjan,indicadoraprendiz,origemdainformação,competênciadec,indicadordeforadoprazo,unidadesaláriocódigo,valorsaláriofixo,Descrição
136,902828,202208,3,35,355030,S,9511800,-1,212405,101,3,27.0,40.0,6,1,0,1,40,0,0,0,2066.34,5,0,1,202208,0,5,2066.34,Analista de Desenvolvimento de Sistemas
137,902831,202208,3,35,355030,J,6201501,1,212405,101,5,28.0,40.0,1,1,0,1,97,0,0,0,3500.0,7,0,1,202208,0,5,3500.0,Analista de Desenvolvimento de Sistemas
138,902832,202208,3,35,355030,N,8211300,-1,212405,101,3,31.0,44.0,6,1,0,1,40,0,0,0,9550.0,10,0,1,202208,0,5,9550.0,Analista de Desenvolvimento de Sistemas
139,902833,202208,3,35,355030,M,7020400,-1,212405,101,5,32.0,40.0,6,1,0,1,31,0,0,0,8000.0,8,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
140,902835,202208,3,35,355030,J,6201501,-1,212405,101,4,26.0,40.0,3,3,0,1,31,0,0,0,2530.0,6,0,1,202208,0,5,2530.0,Analista de Desenvolvimento de Sistemas
141,902838,202208,3,35,355030,J,6203100,-1,212405,101,3,24.0,44.0,1,3,0,1,31,0,0,0,11146.09,8,0,1,202208,0,5,11146.09,Analista de Desenvolvimento de Sistemas
142,902841,202208,3,35,355030,G,4771701,1,212405,101,5,54.0,44.0,3,1,0,1,97,0,0,0,15000.0,10,0,1,202208,0,5,15000.0,Analista de Desenvolvimento de Sistemas
143,902842,202208,3,35,355030,J,6209100,1,212405,101,5,32.0,44.0,3,1,0,1,97,0,0,0,12900.0,10,0,1,202208,0,5,12900.0,Analista de Desenvolvimento de Sistemas
144,902855,202208,3,35,355030,J,6201501,1,212405,101,3,31.0,40.0,3,1,0,1,97,0,0,0,9800.0,10,0,1,202208,0,5,9800.0,Analista de Desenvolvimento de Sistemas
145,902856,202208,3,35,355030,K,6422100,1,212405,101,5,36.0,44.0,1,1,0,1,97,0,0,0,6129.03,7,0,1,202208,0,5,6129.03,Analista de Desenvolvimento de Sistemas
146,902860,202208,3,35,355030,G,4789099,1,212405,101,5,44.0,44.0,1,1,0,1,97,0,0,0,6788.89,10,0,1,202208,0,5,6788.89,Analista de Desenvolvimento de Sistemas
147,902862,202208,3,35,355030,J,6209100,-1,212405,101,8,35.0,40.0,1,1,0,1,31,0,0,0,8500.0,6,0,1,202208,0,5,8500.0,Analista de Desenvolvimento de Sistemas
148,902863,202208,3,35,355030,J,6204000,-1,212405,101,5,43.0,40.0,1,1,0,1,31,0,0,0,10767.34,7,0,1,202208,0,5,10767.34,Analista de Desenvolvimento de Sistemas
149,902864,202208,3,35,355030,J,6202300,1,212405,101,4,23.0,40.0,6,1,0,1,97,0,0,0,6000.0,7,0,1,202208,0,5,6000.0,Analista de Desenvolvimento de Sistemas
150,902871,202208,3,35,355030,J,6202300,-1,212405,101,8,31.0,40.0,1,3,0,1,40,0,0,0,11256.84,9,0,1,202208,0,5,11256.84,Analista de Desenvolvimento de Sistemas
151,902873,202208,3,35,355030,Q,8650099,1,212405,101,4,21.0,49.0,1,3,0,1,97,0,0,0,3000.0,6,0,1,202208,0,5,3000.0,Analista de Desenvolvimento de Sistemas
152,902876,202208,3,35,355030,J,6201501,1,212405,101,4,21.0,40.0,1,1,0,1,97,0,0,0,7000.0,9,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
153,902878,202208,3,35,355030,K,6613400,1,212405,101,5,35.0,44.0,3,1,0,1,97,0,0,9,12258.07,10,0,1,202208,0,5,12258.07,Analista de Desenvolvimento de Sistemas
154,902881,202208,3,35,355030,J,6209100,1,212405,101,5,29.0,44.0,1,3,0,1,97,0,0,0,5545.35,10,0,1,202208,0,5,5545.35,Analista de Desenvolvimento de Sistemas
155,902888,202208,3,35,355030,J,6202300,-1,212405,101,3,38.0,40.0,3,1,0,1,31,0,0,0,6223.9,8,0,1,202208,0,5,6223.9,Analista de Desenvolvimento de Sistemas
156,902889,202208,3,35,355030,J,6201501,1,212405,101,3,28.0,40.0,1,1,0,1,97,0,0,0,10500.0,10,0,1,202208,0,5,10500.0,Analista de Desenvolvimento de Sistemas
157,902890,202208,3,35,355030,K,6436100,1,212405,101,5,26.0,40.0,1,1,0,1,97,0,0,0,5483.87,7,0,1,202208,0,5,5483.87,Analista de Desenvolvimento de Sistemas
158,902892,202208,3,35,355030,N,8299702,1,212405,101,3,38.0,44.0,1,1,0,1,97,0,0,0,15500.0,7,0,1,202208,0,5,15500.0,Analista de Desenvolvimento de Sistemas
159,902894,202208,3,35,355030,K,6619399,1,212405,101,5,33.0,40.0,1,3,0,1,97,0,0,0,10500.0,8,0,1,202208,0,5,10500.0,Analista de Desenvolvimento de Sistemas
160,902898,202208,3,35,355030,K,6422100,1,212405,101,5,26.0,44.0,4,1,0,1,97,0,0,0,14000.0,10,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
161,902899,202208,3,35,355030,N,7810800,1,212405,101,3,25.0,44.0,1,1,0,1,97,0,0,0,7000.0,6,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
162,902900,202208,3,35,355030,J,6201501,1,212405,101,5,38.0,40.0,1,1,0,1,97,0,0,0,12000.0,9,0,1,202208,0,5,12000.0,Analista de Desenvolvimento de Sistemas
163,902906,202208,3,35,355030,J,5811500,-1,212405,101,5,24.0,42.0,1,1,0,1,40,0,0,0,7500.0,9,0,1,202208,0,5,7500.0,Analista de Desenvolvimento de Sistemas
164,902911,202208,3,35,355030,J,6202300,-1,212405,101,4,47.0,40.0,1,1,0,1,40,0,0,0,7047.04,8,0,1,202208,0,5,7047.04,Analista de Desenvolvimento de Sistemas
165,902912,202208,3,35,355030,J,6202300,-1,212405,101,3,32.0,40.0,6,3,0,1,40,0,0,0,3334.82,8,0,1,202208,0,5,3334.82,Analista de Desenvolvimento de Sistemas
166,902914,202208,3,35,355030,J,6204000,1,212405,101,5,32.0,44.0,1,1,0,1,97,0,0,9,11290.42,8,0,1,202208,0,5,11290.42,Analista de Desenvolvimento de Sistemas
167,902917,202208,3,35,355030,J,6201501,1,212405,101,8,46.0,40.0,1,1,0,1,97,0,0,0,9070.32,10,0,1,202208,0,5,9070.32,Analista de Desenvolvimento de Sistemas
168,902920,202208,3,35,355030,J,6201501,-1,212405,101,3,22.0,40.0,1,1,0,1,31,0,0,0,5242.94,9,0,1,202208,0,5,5242.94,Analista de Desenvolvimento de Sistemas
169,902921,202208,3,35,355030,J,6209100,-1,212405,101,8,40.0,40.0,3,1,0,1,40,0,0,0,14051.0,6,0,1,202208,0,5,14051.0,Analista de Desenvolvimento de Sistemas
170,902924,202208,3,35,355030,N,8211300,1,212405,101,5,38.0,40.0,1,1,0,1,97,0,0,0,11538.47,7,0,1,202208,0,5,11538.47,Analista de Desenvolvimento de Sistemas
171,902926,202208,3,35,355030,J,6203100,-1,212405,101,4,25.0,44.0,1,1,0,1,31,0,0,0,10140.8,8,0,1,202208,0,5,10140.8,Analista de Desenvolvimento de Sistemas
172,902927,202208,3,35,355030,J,6202300,1,212405,101,6,50.0,40.0,6,1,0,1,97,0,0,0,13500.0,7,0,1,202208,0,5,13500.0,Analista de Desenvolvimento de Sistemas
173,902934,202208,3,35,355030,J,6203100,-1,212405,101,3,25.0,40.0,6,1,0,1,40,0,0,0,12949.4,7,0,1,202208,0,5,12949.4,Analista de Desenvolvimento de Sistemas
174,902935,202208,3,35,355030,K,6422100,1,212405,101,8,26.0,44.0,1,3,0,1,97,0,0,0,13250.0,10,0,1,202208,0,5,13250.0,Analista de Desenvolvimento de Sistemas
175,902936,202208,3,35,355030,J,6201501,1,212405,101,3,19.0,40.0,3,1,0,1,97,0,0,0,2849.69,7,0,1,202208,0,5,2849.69,Analista de Desenvolvimento de Sistemas
176,902939,202208,3,35,355030,J,6311900,-1,212405,101,5,31.0,40.0,1,1,0,1,40,0,0,0,7163.44,8,0,1,202208,0,5,7163.44,Analista de Desenvolvimento de Sistemas
177,902941,202208,3,35,355030,K,6613400,1,212405,101,8,35.0,44.0,6,3,0,1,97,0,0,9,8709.68,10,0,1,202208,0,5,8709.68,Analista de Desenvolvimento de Sistemas
178,902945,202208,3,35,355030,J,6204000,-1,212405,101,5,35.0,40.0,1,1,0,1,31,0,0,0,5500.0,4,0,1,202208,0,5,5500.0,Analista de Desenvolvimento de Sistemas
179,902947,202208,3,35,355030,N,8299799,-1,212405,101,8,32.0,44.0,3,1,0,1,40,0,0,9,9411.0,8,0,1,202208,0,5,9411.0,Analista de Desenvolvimento de Sistemas
180,902948,202208,3,35,355030,M,6920601,1,212405,101,5,34.0,44.0,1,1,0,1,97,0,0,9,11000.0,9,0,1,202208,0,5,11000.0,Analista de Desenvolvimento de Sistemas
181,902951,202208,3,35,355030,J,6203100,1,212405,101,4,25.0,40.0,3,1,0,1,97,0,0,0,12127.0,10,0,1,202208,0,5,12127.0,Analista de Desenvolvimento de Sistemas
182,902955,202208,3,35,355030,N,7820500,-1,212405,106,5,61.0,44.0,1,1,0,1,43,0,0,0,17995.2,10,0,1,202208,0,5,17995.2,Analista de Desenvolvimento de Sistemas
183,902962,202208,3,35,355030,N,8220200,1,212405,101,4,21.0,40.0,6,1,0,1,97,0,0,0,3950.0,9,0,1,202208,0,5,3950.0,Analista de Desenvolvimento de Sistemas
184,902964,202208,3,35,355030,S,9430800,1,212405,101,8,62.0,44.0,6,1,0,1,97,0,0,9,14300.0,6,0,1,202208,0,5,14300.0,Analista de Desenvolvimento de Sistemas
185,902967,202208,3,35,355030,J,6202300,-1,212405,101,4,24.0,40.0,1,1,0,1,40,0,0,0,5000.0,5,0,1,202208,0,5,5000.0,Analista de Desenvolvimento de Sistemas
186,902968,202208,3,35,355030,M,7020400,1,212405,101,5,25.0,40.0,1,1,0,1,97,0,0,0,8250.0,9,0,1,202208,0,5,8250.0,Analista de Desenvolvimento de Sistemas
187,902969,202208,3,35,355030,K,6611803,-1,212405,101,5,36.0,40.0,1,1,0,1,40,0,0,0,14089.0,10,0,1,202208,0,5,14089.0,Analista de Desenvolvimento de Sistemas
188,902971,202208,3,35,355030,M,7020400,1,212405,101,8,48.0,44.0,6,3,0,1,97,0,0,9,15000.0,8,0,1,202208,0,5,15000.0,Analista de Desenvolvimento de Sistemas
189,902977,202208,3,35,355030,G,4783101,-1,212405,101,4,24.0,44.0,3,3,0,1,31,0,0,0,2956.0,4,0,1,202208,0,5,2956.0,Analista de Desenvolvimento de Sistemas
190,902979,202208,3,35,355030,J,6204000,-1,212405,101,5,30.0,40.0,1,1,0,1,40,0,0,0,6000.0,9,0,1,202208,0,5,6000.0,Analista de Desenvolvimento de Sistemas
191,902980,202208,3,35,355030,J,6201501,1,212405,101,3,21.0,40.0,6,1,0,1,97,0,0,0,2500.0,10,0,1,202208,0,5,2500.0,Analista de Desenvolvimento de Sistemas
192,902984,202208,3,35,355030,J,6203100,-1,212405,101,5,29.0,44.0,1,1,0,1,31,0,0,0,16800.0,8,0,1,202208,0,5,16800.0,Analista de Desenvolvimento de Sistemas
193,902985,202208,3,35,355030,K,6619399,1,212405,101,4,35.0,40.0,3,1,0,1,97,0,0,0,3000.0,5,0,1,202208,0,5,3000.0,Analista de Desenvolvimento de Sistemas
194,902988,202208,3,35,355030,J,6203100,-1,212405,101,5,31.0,40.0,2,1,0,1,40,0,0,0,3500.0,5,0,1,202208,0,5,3500.0,Analista de Desenvolvimento de Sistemas
195,902989,202208,3,35,355030,J,6204000,-1,212405,101,5,27.0,40.0,1,1,0,1,40,0,0,0,13906.89,7,0,1,202208,0,5,13906.89,Analista de Desenvolvimento de Sistemas
196,902990,202208,3,35,355030,J,6203100,-1,212405,101,5,33.0,40.0,1,1,0,1,40,0,0,0,6192.89,10,0,1,202208,0,5,6192.89,Analista de Desenvolvimento de Sistemas
197,902991,202208,3,35,355030,J,6110801,-1,212405,101,4,30.0,40.0,1,1,0,1,40,0,0,0,6963.96,10,0,1,202208,0,5,6963.96,Analista de Desenvolvimento de Sistemas
198,902992,202208,3,35,355030,J,6209100,1,212405,101,4,20.0,40.0,1,1,0,1,97,0,0,0,1700.0,3,0,1,202208,0,5,1700.0,Analista de Desenvolvimento de Sistemas
199,903004,202208,3,35,355030,K,6613400,1,212405,101,8,39.0,40.0,3,1,0,1,97,0,0,0,10000.0,7,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
200,903005,202208,3,35,355030,J,6201501,-1,212405,101,5,36.0,40.0,1,3,0,1,40,0,0,0,12140.0,5,0,1,202208,0,5,12140.0,Analista de Desenvolvimento de Sistemas
201,903006,202208,3,35,355030,N,7740300,1,212405,101,5,34.0,42.5,1,1,0,1,97,0,0,0,8480.0,9,0,1,202208,0,5,8480.0,Analista de Desenvolvimento de Sistemas
202,903012,202208,3,35,355030,J,6201501,-1,212405,101,3,28.0,40.0,1,1,0,1,40,0,0,0,6831.68,4,0,1,202208,0,5,6831.68,Analista de Desenvolvimento de Sistemas
203,903013,202208,3,35,355030,J,6201501,-1,212405,101,3,39.0,44.0,6,1,0,1,40,0,0,0,5641.31,6,0,1,202208,0,5,5641.31,Analista de Desenvolvimento de Sistemas
204,903015,202208,3,35,355030,J,6201501,1,212405,101,5,38.0,40.0,1,1,0,1,97,0,0,0,11888.43,9,0,1,202208,0,5,11888.43,Analista de Desenvolvimento de Sistemas
205,903032,202208,3,35,355030,J,6204000,1,212405,101,3,27.0,40.0,2,3,0,1,97,0,0,0,2054.0,8,0,1,202208,0,5,2054.0,Analista de Desenvolvimento de Sistemas
206,903033,202208,3,35,355030,L,6821802,1,212405,101,5,23.0,44.0,1,1,0,1,97,0,0,0,9000.0,10,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
207,903035,202208,3,35,355030,J,6202300,1,212405,101,6,27.0,40.0,6,1,0,1,97,0,0,0,14500.0,7,0,1,202208,0,5,14500.0,Analista de Desenvolvimento de Sistemas
208,903037,202208,3,35,355030,J,6201501,-1,212405,101,5,48.0,40.0,1,1,0,1,31,0,0,0,2311.57,8,0,1,202208,0,5,2311.57,Analista de Desenvolvimento de Sistemas
209,903041,202208,3,35,355030,J,6201501,-1,212405,101,3,28.0,40.0,6,3,0,1,90,0,0,0,8500.0,6,0,1,202208,0,5,8500.0,Analista de Desenvolvimento de Sistemas
210,903042,202208,3,35,355030,K,6462000,1,212405,101,8,33.0,44.0,4,3,0,1,97,0,0,9,11268.0,8,0,1,202208,0,5,11268.0,Analista de Desenvolvimento de Sistemas
211,903047,202208,3,35,355030,J,6202300,1,212405,101,5,28.0,44.0,6,1,0,1,97,0,0,0,3000.0,5,0,1,202208,0,5,3000.0,Analista de Desenvolvimento de Sistemas
212,903050,202208,3,35,355030,N,8211300,1,212405,101,8,33.0,40.0,3,1,0,1,97,0,0,0,9350.0,8,0,1,202208,0,5,9350.0,Analista de Desenvolvimento de Sistemas
213,903051,202208,3,35,355030,M,7319004,-1,212405,101,8,30.0,40.0,1,1,0,1,31,0,0,0,8499.36,5,0,1,202208,0,5,8499.36,Analista de Desenvolvimento de Sistemas
214,903058,202208,3,35,355030,N,8299799,-1,212405,101,5,35.0,40.0,1,1,0,1,31,0,0,0,3754.0,7,0,1,202208,0,5,3754.0,Analista de Desenvolvimento de Sistemas
215,903063,202208,3,35,355030,J,6204000,1,212405,101,4,35.0,40.0,1,1,0,1,97,0,0,0,10000.0,6,0,1,202208,0,5,10000.0,Analista de Desenvolvimento de Sistemas
216,903066,202208,3,35,355030,J,6209100,1,212405,101,4,20.0,40.0,1,1,0,1,97,0,0,0,2000.0,2,0,1,202208,0,5,2000.0,Analista de Desenvolvimento de Sistemas
217,903069,202208,3,35,355030,J,6202300,-1,212405,101,5,54.0,40.0,4,3,0,1,40,0,0,0,6239.96,8,0,1,202208,0,5,6239.96,Analista de Desenvolvimento de Sistemas
218,903073,202208,3,35,355030,J,6202300,1,212405,101,5,24.0,40.0,6,1,0,1,97,0,0,0,7000.0,6,0,1,202208,0,5,7000.0,Analista de Desenvolvimento de Sistemas
219,903084,202208,3,35,355030,M,7311400,-1,212405,101,5,35.0,44.0,6,1,0,1,31,0,0,0,12000.0,5,0,1,202208,0,5,12000.0,Analista de Desenvolvimento de Sistemas
220,903086,202208,3,35,355030,J,6204000,-1,212405,101,8,28.0,40.0,1,1,0,1,31,0,0,0,2747.0,7,0,1,202208,0,5,2747.0,Analista de Desenvolvimento de Sistemas
221,903090,202208,3,35,355030,K,6422100,-1,212405,101,4,21.0,44.0,1,1,0,1,40,0,0,0,4770.0,10,0,1,202208,0,5,4770.0,Analista de Desenvolvimento de Sistemas
222,903096,202208,3,35,355030,K,6462000,1,212405,101,5,34.0,44.0,1,3,0,1,97,0,0,9,4454.0,8,0,1,202208,0,5,4454.0,Analista de Desenvolvimento de Sistemas
223,903097,202208,3,35,355030,M,7020400,1,212405,101,5,38.0,40.0,1,1,0,1,97,0,0,0,17500.0,9,0,1,202208,0,5,17500.0,Analista de Desenvolvimento de Sistemas
224,903098,202208,3,35,355030,L,6821802,-1,212405,101,6,29.0,44.0,1,1,0,1,40,0,0,0,15623.97,10,0,1,202208,0,5,15623.97,Analista de Desenvolvimento de Sistemas
225,903099,202208,3,35,355030,J,6201501,1,212405,101,5,30.0,40.0,3,3,0,1,97,0,0,0,6418.04,7,0,1,202208,0,5,6418.04,Analista de Desenvolvimento de Sistemas
226,903103,202208,3,35,355030,J,6204000,-1,212405,101,4,32.0,40.0,3,1,0,1,40,0,0,0,5500.0,7,0,1,202208,0,5,5500.0,Analista de Desenvolvimento de Sistemas
227,903104,202208,3,35,355030,J,6202300,-1,212405,101,3,21.0,40.0,1,1,0,1,40,0,0,0,2607.73,7,0,1,202208,0,5,2607.73,Analista de Desenvolvimento de Sistemas
228,903109,202208,3,35,355030,M,7490104,1,212405,101,4,23.0,44.0,2,3,0,1,97,0,0,9,5523.54,10,0,1,202208,0,5,5523.54,Analista de Desenvolvimento de Sistemas
229,903111,202208,3,35,355030,J,6209100,-1,212405,101,3,35.0,40.0,1,1,0,1,31,0,0,0,2034.0,4,0,1,202208,0,5,2034.0,Analista de Desenvolvimento de Sistemas
230,903114,202208,3,35,355030,Q,8640202,-1,212405,101,5,33.0,44.0,2,1,0,1,40,0,0,0,10660.94,10,0,1,202208,0,5,10660.94,Analista de Desenvolvimento de Sistemas
231,903123,202208,3,35,355030,M,7020400,1,212405,101,5,32.0,44.0,1,1,0,1,97,0,0,0,7515.42,10,0,1,202208,0,5,7515.42,Analista de Desenvolvimento de Sistemas
232,903127,202208,3,35,355030,J,6209100,-1,212405,101,5,31.0,44.0,4,3,0,1,40,0,0,0,10542.14,10,0,1,202208,0,5,10542.14,Analista de Desenvolvimento de Sistemas
233,903130,202208,3,35,355030,J,6203100,1,212405,101,5,51.0,40.0,1,1,0,1,97,0,0,0,11000.0,10,0,1,202208,0,5,11000.0,Analista de Desenvolvimento de Sistemas
234,903132,202208,3,35,355030,J,6203100,-1,212405,101,8,36.0,44.0,1,1,0,1,31,0,0,0,11232.8,8,0,1,202208,0,5,11232.8,Analista de Desenvolvimento de Sistemas
235,903142,202208,3,35,355030,J,6201501,-1,212405,101,5,45.0,40.0,3,1,0,1,43,0,0,0,11888.42,9,0,1,202208,0,5,11888.42,Analista de Desenvolvimento de Sistemas
236,903143,202208,3,35,355030,Q,8610101,1,212405,101,8,33.0,44.0,1,1,0,1,97,0,0,0,11743.63,9,0,1,202208,0,5,11743.63,Analista de Desenvolvimento de Sistemas
237,903145,202208,3,35,355030,K,6422100,-1,212405,101,5,31.0,40.0,1,1,0,1,31,0,0,0,2975.68,7,0,1,202208,0,5,2975.68,Analista de Desenvolvimento de Sistemas
238,903149,202208,3,35,355030,J,6201501,1,212405,101,3,22.0,40.0,1,3,0,1,97,0,0,0,3000.0,10,0,1,202208,0,5,3000.0,Analista de Desenvolvimento de Sistemas
239,903154,202208,3,35,355030,J,6204000,-1,212405,101,4,27.0,40.0,6,1,0,1,40,0,0,0,7795.13,6,0,1,202208,0,5,7795.13,Analista de Desenvolvimento de Sistemas
240,903158,202208,3,35,355030,N,8211300,-1,212405,101,4,36.0,40.0,6,1,0,1,40,0,0,0,27375.0,9,0,1,202208,0,5,27375.0,Analista de Desenvolvimento de Sistemas
241,903165,202208,3,35,355030,J,6204000,1,212405,101,3,22.0,40.0,6,1,0,1,97,0,0,0,4000.0,1,0,1,202208,0,5,4000.0,Analista de Desenvolvimento de Sistemas
242,903166,202208,3,35,355030,J,6204000,1,212405,101,5,36.0,40.0,1,3,0,1,97,0,0,0,4500.0,10,0,1,202208,0,5,4500.0,Analista de Desenvolvimento de Sistemas
243,903167,202208,3,35,355030,J,6202300,1,212405,101,6,37.0,40.0,6,3,0,1,97,0,0,0,13500.0,7,0,1,202208,0,5,13500.0,Analista de Desenvolvimento de Sistemas
244,903168,202208,3,35,355030,J,6209100,-1,212405,101,5,34.0,40.0,1,1,0,1,31,0,0,0,2034.0,4,0,1,202208,0,5,2034.0,Analista de Desenvolvimento de Sistemas
245,903172,202208,3,35,355030,J,6204000,-1,212405,101,5,53.0,44.0,1,1,0,1,90,0,0,0,5000.0,3,0,1,202208,0,5,5000.0,Analista de Desenvolvimento de Sistemas
246,903173,202208,3,35,355030,J,6201501,-1,212405,101,3,21.0,40.0,6,1,0,1,40,0,0,0,8000.0,5,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
247,903174,202208,3,35,355030,N,7820500,1,212405,101,3,26.0,44.0,3,1,0,1,97,0,0,0,2700.0,10,0,1,202208,0,5,2700.0,Analista de Desenvolvimento de Sistemas
248,903177,202208,3,35,355030,K,6422100,1,212405,101,5,30.0,44.0,1,1,0,1,97,0,0,0,16000.0,10,0,1,202208,0,5,16000.0,Analista de Desenvolvimento de Sistemas
249,903179,202208,3,35,355030,M,7490104,1,212405,101,8,29.0,40.0,3,3,0,1,97,0,0,0,2273.12,7,0,1,202208,0,5,2273.12,Analista de Desenvolvimento de Sistemas
250,903182,202208,3,35,355030,K,6511101,1,212405,101,4,30.0,44.0,3,1,0,1,97,0,0,0,8000.0,9,0,1,202208,0,5,8000.0,Analista de Desenvolvimento de Sistemas
251,903184,202208,3,35,355030,G,4771701,1,212405,101,3,31.0,44.0,3,1,0,1,97,0,0,0,15819.0,10,0,1,202208,0,5,15819.0,Analista de Desenvolvimento de Sistemas
252,903185,202208,3,35,355030,N,8211300,1,212405,101,4,25.0,44.0,1,1,0,1,97,0,0,0,9000.0,7,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
253,903188,202208,3,35,355030,K,6422100,1,212405,101,3,24.0,40.0,6,1,0,1,97,0,0,0,9000.0,10,0,1,202208,0,5,9000.0,Analista de Desenvolvimento de Sistemas
254,903193,202208,3,35,355030,K,6462000,1,212405,101,6,30.0,44.0,1,1,0,1,97,0,0,9,10500.0,8,0,1,202208,0,5,10500.0,Analista de Desenvolvimento de Sistemas
255,903195,202208,3,35,355030,J,6204000,-1,212405,101,5,29.0,40.0,3,1,0,1,40,0,0,0,2416.84,8,0,1,202208,0,5,2416.84,Analista de Desenvolvimento de Sistemas
256,903196,202208,3,35,355030,S,9511800,1,212405,101,5,24.0,40.0,1,1,0,1,97,0,0,0,2800.0,2,0,1,202208,0,5,2800.0,Analista de Desenvolvimento de Sistemas
257,903197,202208,3,35,355030,L,6821802,1,212405,101,5,23.0,44.0,1,3,0,1,97,0,0,0,10740.0,10,0,1,202208,0,5,10740.0,Analista de Desenvolvimento de Sistemas
258,903201,202208,3,35,355030,K,6612601,-1,212405,101,5,31.0,44.0,2,1,0,1,40,0,0,0,12339.0,10,0,1,202208,0,5,12339.0,Analista de Desenvolvimento de Sistemas
259,903202,202208,3,35,355030,J,6311900,1,212405,101,8,35.0,40.0,2,1,0,1,97,0,0,0,12000.0,7,0,1,202208,0,5,12000.0,Analista de Desenvolvimento de Sistemas
260,903206,202208,3,35,355030,J,6201501,1,212405,101,5,41.0,40.0,2,1,0,1,97,0,0,0,14000.0,8,0,1,202208,0,5,14000.0,Analista de Desenvolvimento de Sistemas
261,903207,202208,3,35,355030,N,8211300,1,212405,101,4,33.0,44.0,1,1,0,1,97,0,0,0,15000.0,10,0,1,202208,0,5,15000.0,Analista de Desenvolvimento de Sistemas
262,903208,202208,3,35,355030,N,8211300,1,212405,101,5,29.0,40.0,1,3,0,1,97,0,0,0,10030.97,10,0,1,202208,0,5,10030.97,Analista de Desenvolvimento de Sistemas
263,903210,202208,3,35,355030,J,6209100,1,212405,101,4,42.0,44.0,1,1,0,1,97,0,0,0,6000.0,10,0,1,202208,0,5,6000.0,Analista de Desenvolvimento de Sistemas
264,903211,202208,3,35,355030,J,6204000,1,212405,101,5,28.0,40.0,1,1,0,1,97,0,0,0,2275.0,8,0,1,202208,0,5,2275.0,Analista de Desenvolvimento de Sistemas
265,903213,202208,3,35,355030,M,7119799,-1,212405,101,5,23.0,44.0,1,1,0,1,31,0,0,0,6075.93,8,0,1,202208,0,5,6075.93,Analista de Desenvolvimento de Sistemas
266,903220,202208,3,35,355030,J,6201501,1,212405,101,5,29.0,40.0,3,1,0,1,97,0,0,0,7830.0,9,0,1,202208,0,5,7830.0,Analista de Desenvolvimento de Sistemas
267,903225,202208,3,35,355030,M,7020400,1,212405,101,6,31.0,44.0,1,3,0,1,97,0,0,9,6000.0,7,0,1,202208,0,5,6000.0,Analista de Desenvolvimento de Sistemas
268,903227,202208,3,35,355030,J,6202300,1,212405,101,4,32.0,40.0,6,1,0,1,97,0,0,0,13000.0,7,0,1,202208,0,5,13000.0,Analista de Desenvolvimento de Sistemas
269,903229,202208,3,35,355030,J,6203100,1,212405,101,5,31.0,40.0,6,1,0,1,97,0,0,0,3500.0,6,0,1,202208,0,5,3500.0,Analista de Desenvolvimento de Sistemas
270,903235,202208,3,35,355030,J,6204000,1,212405,101,4,24.0,40.0,2,1,0,1,97,0,0,0,2122.1,8,0,1,202208,0,5,2122.1,Analista de Desenvolvimento de Sistemas
271,903236,202208,3,35,355030,J,6201501,1,212405,101,5,40.0,44.0,3,1,0,1,97,0,0,0,4000.0,7,0,1,202208,0,5,4000.0,Analista de Desenvolvimento de Sistemas
272,903239,202208,3,35,355030,J,6201501,-1,212405,101,5,33.0,40.0,1,1,0,1,40,0,0,0,4033.6,4,0,1,202208,0,5,4033.6,Analista de Desenvolvimento de Sistemas
273,903242,202208,3,35,355030,G,4721103,1,212405,101,5,34.0,44.0,1,1,0,1,97,0,0,0,4637.64,7,0,1,202208,0,5,4637.64,Analista de Desenvolvimento de Sistemas
274,903243,202208,3,35,355030,K,6619399,1,212405,101,5,32.0,40.0,6,1,0,1,97,0,0,0,8773.0,10,0,1,202208,0,5,8773.0,Analista de Desenvolvimento de Sistemas
275,903244,202208,3,35,355030,N,8299799,-1,212405,101,5,28.0,40.0,1,1,0,1,40,0,0,0,6550.0,5,0,1,202208,0,5,6550.0,Analista de Desenvolvimento de Sistemas
276,903245,202208,3,35,355030,K,6613400,1,212405,101,5,38.0,44.0,3,1,0,1,97,0,0,9,13032.26,10,0,1,202208,0,5,13032.26,Analista de Desenvolvimento de Sistemas
277,903250,202208,3,35,355030,J,6203100,1,212405,101,4,37.0,40.0,1,1,0,1,97,0,0,0,5069.0,10,0,1,202208,0,5,5069.0,Analista de Desenvolvimento de Sistemas
278,903251,202208,3,35,355030,K,6630400,1,212405,101,2,38.0,44.0,5,1,0,1,97,0,0,9,16500.0,7,0,1,202208,0,5,16500.0,Analista de Desenvolvimento de Sistemas
